ENSEMBL,means_sample_effectsample_5705STDY8058280,means_sample_effectsample_5705STDY8058281,means_sample_effectsample_5705STDY8058282,means_sample_effectsample_5705STDY8058283,means_sample_effectsample_5705STDY8058284,means_sample_effectsample_5705STDY8058285
ENSMUSG00000042182,0.01711220107972622,0.012636946514248848,0.01392929907888174,0.016176825389266014,0.014366851188242435,0.017010627314448357
ENSMUSG00000026131,0.3418901860713959,0.19379675388336182,0.2023785561323166,0.27864691615104675,0.38122883439064026,0.1275617480278015
ENSMUSG00000026127,0.0020274182315915823,0.006923649925738573,0.002347654663026333,0.007292252499610186,0.0053916326723992825,0.008529121987521648
ENSMUSG00000037509,0.018276866525411606,0.01749013364315033,0.013579229824244976,0.017660755664110184,0.010711783543229103,0.018833717331290245
ENSMUSG00000037503,0.025140557438135147,0.03057318925857544,0.01892024278640747,0.04129572957754135,0.04404854401946068,0.05413471907377243
ENSMUSG00000026123,0.013100393116474152,0.007983312010765076,0.007694511208683252,0.01818232610821724,0.010994341224431992,0.02358303591609001
ENSMUSG00000045216,0.009044794365763664,0.0046691917814314365,0.009025695733726025,0.005622591823339462,0.004648719914257526,0.010078271850943565
ENSMUSG00000037470,0.023431025445461273,0.018085569143295288,0.025800544768571854,0.01505906693637371,0.02642848901450634,0.019280586391687393
ENSMUSG00000102762,0.0014501261757686734,0.003055193927139044,0.004769249353557825,0.0037707907613366842,0.005633256398141384,0.0032446812838315964
ENSMUSG00000010453,0.01833912543952465,0.030462542548775673,0.03179767355322838,0.024607740342617035,0.03750792145729065,0.027541322633624077
ENSMUSG00000001143,0.02355763502418995,0.017767081037163734,0.03380434960126877,0.040306225419044495,0.03332706168293953,0.03478122875094414
ENSMUSG00000037408,0.006339650135487318,0.002376288641244173,0.0019825156778097153,0.0037280682008713484,0.0021933182142674923,0.0024423748254776
ENSMUSG00000001138,0.017159895971417427,0.01641642116010189,0.013569138944149017,0.012085008434951305,0.008329781703650951,0.00974801555275917
ENSMUSG00000061518,0.006963753141462803,0.009091787971556187,0.0020656296983361244,0.02787388488650322,0.012281765230000019,0.03234638646245003
ENSMUSG00000037351,0.025031447410583496,0.041332755237817764,0.014304447919130325,0.04875137284398079,0.08033949881792068,0.018971538171172142
ENSMUSG00000102416,0.01084420271217823,0.011058560572564602,0.00399068184196949,0.010723262093961239,0.0061162677593529224,0.005493848118931055
ENSMUSG00000026116,0.07250659167766571,0.03405250608921051,0.07685030251741409,0.04418705031275749,0.0520918145775795,0.03477384150028229
ENSMUSG00000050122,0.0017098324606195092,0.0010191991459578276,0.0029465723782777786,0.0025127914268523455,0.0036747651174664497,0.0013619245728477836
ENSMUSG00000026114,0.0004407223023008555,7.949180871946737e-05,0.00043969624675810337,0.0001686636678641662,0.001955731539055705,5.381496885092929e-05
ENSMUSG00000026113,0.0345676951110363,0.02236209250986576,0.030031779780983925,0.029619842767715454,0.02679283358156681,0.03128373250365257
ENSMUSG00000026112,0.002519284375011921,0.0037165347021073103,0.004902491346001625,0.007850242778658867,0.006508516613394022,0.0048401085659861565
ENSMUSG00000026111,0.008729502558708191,0.024490900337696075,0.00315299560315907,0.03318462148308754,0.02190595492720604,0.02889670804142952
ENSMUSG00000026110,0.01986680179834366,0.013000750914216042,0.02154555730521679,0.00821525789797306,0.015444023534655571,0.012352632358670235
ENSMUSG00000026090,0.027979444712400436,0.01713618077337742,0.00838626641780138,0.01454157568514347,0.014000136405229568,0.025236783549189568
ENSMUSG00000060771,0.03197528049349785,0.017788350582122803,0.03285590186715126,0.028896555304527283,0.0443185456097126,0.025872500613331795
ENSMUSG00000026088,0.007683734875172377,0.005707149393856525,0.012470601126551628,0.016224728897213936,0.013229337520897388,0.0066451095044612885
ENSMUSG00000026087,0.003288793144747615,0.008369012735784054,0.0022398135624825954,0.01311867032200098,0.004504263401031494,0.02125687338411808
ENSMUSG00000087374,0.0010853990679606795,0.00016095241880975664,0.00013160114758647978,0.0004407891246955842,0.0011053425259888172,0.00023149338085204363
ENSMUSG00000058407,0.004653701093047857,0.014340166002511978,0.010128457099199295,0.03559824451804161,0.013422715477645397,0.03218739479780197
ENSMUSG00000026083,0.06448043137788773,0.047532327473163605,0.02853075973689556,0.03200746700167656,0.05705632269382477,0.06328272819519043
ENSMUSG00000026082,0.04820891469717026,0.033992938697338104,0.043548304587602615,0.03478366136550903,0.08313710242509842,0.026021309196949005
ENSMUSG00000037138,0.06084652245044708,0.055857401341199875,0.0556584857404232,0.05385974422097206,0.0698324516415596,0.05852201581001282
ENSMUSG00000085391,0.006148884538561106,0.003609857987612486,0.0019479416077956557,0.0012638440821319818,0.002422973047941923,0.0018169169779866934
ENSMUSG00000087131,0.00905009638518095,0.008173402398824692,0.004816592205315828,0.007320426404476166,0.008059089072048664,0.006575930397957563
ENSMUSG00000048814,0.018533412367105484,0.016676904633641243,0.00896027497947216,0.014627602882683277,0.007802090607583523,0.023112721741199493
ENSMUSG00000026080,0.006631612312048674,0.005375242326408625,0.004162095487117767,0.007592272479087114,0.009439423680305481,0.008414577692747116
ENSMUSG00000026078,0.00426004733890295,0.0033578623551875353,0.004894274286925793,0.014719430357217789,0.010236488655209541,0.017409449443221092
ENSMUSG00000026077,0.01933930441737175,0.012958608567714691,0.010993397794663906,0.013925155624747276,0.01819867081940174,0.012055573984980583
ENSMUSG00000073702,0.0020148796029388905,0.0035240252036601305,0.00416378490626812,0.003632495179772377,0.0021912537049502134,0.00583350146189332
ENSMUSG00000003134,0.008590538054704666,0.008455954492092133,0.009993445128202438,0.007664012257009745,0.012867025099694729,0.008513226173818111
ENSMUSG00000003135,0.003991717007011175,0.006110877729952335,0.0010745353065431118,0.0052436464466154575,0.01163640059530735,0.0089992955327034
ENSMUSG00000048234,0.012530865147709846,0.014869030565023422,0.010407551191747189,0.023783689364790916,0.012940923683345318,0.017666153609752655
ENSMUSG00000050967,0.01235412247478962,0.008215081878006458,0.008915090933442116,0.00792093575000763,0.010954487137496471,0.012469596229493618
ENSMUSG00000026074,0.09665471315383911,0.10877435654401779,0.15325050055980682,0.04151790961623192,0.07344690710306168,0.07406970858573914
ENSMUSG00000026073,0.010615413077175617,0.010757324285805225,0.005110710859298706,0.004750363994389772,0.006594969425350428,0.001741348416544497
ENSMUSG00000097899,0.0047351825051009655,0.005977134685963392,0.0033181391190737486,0.008541494607925415,0.00722556421533227,0.009180028922855854
ENSMUSG00000026072,0.0025915447622537613,0.0013408948434516788,0.0004849630640819669,0.0011103228898718953,0.003416783642023802,0.0013343081809580326
ENSMUSG00000026062,0.0018571298569440842,0.001181394443847239,0.0005657507572323084,0.0006235323962755501,0.0016736333491280675,0.0012242764933034778
ENSMUSG00000103679,0.00014423376705963165,0.00021566753275692463,0.00013277912512421608,8.59978754306212e-05,9.429413330508396e-05,0.00011079634714405984
ENSMUSG00000100832,0.00039290270069614053,0.0013997491914778948,0.001770285191014409,0.0031849760562181473,0.0016342182643711567,0.0009757809457369149
ENSMUSG00000101299,0.00399604020640254,0.0028972544241696596,0.0026154920924454927,0.001938234199769795,0.003678029403090477,0.0033986298367381096
ENSMUSG00000060424,0.027040675282478333,0.012252378277480602,0.017970986664295197,0.022910907864570618,0.016430743038654327,0.02813998982310295
ENSMUSG00000045515,0.008699624799191952,0.007907998748123646,0.007072930224239826,0.012951677665114403,0.011515995487570763,0.011923112906515598
ENSMUSG00000060679,0.024976029992103577,0.016089381650090218,0.015171945095062256,0.01821964792907238,0.022369494661688805,0.019181042909622192
ENSMUSG00000041907,0.011138101108372211,0.006031144876033068,0.007037455216050148,0.007989096455276012,0.006700802594423294,0.009078353643417358
ENSMUSG00000070939,0.011013367213308811,0.005303185433149338,0.00637450348585844,0.01839534007012844,0.04125894978642464,0.00893811509013176
ENSMUSG00000010290,0.003007275518029928,0.004017223604023457,0.0025127469561994076,0.005948497448116541,0.004746634513139725,0.004515998996794224
ENSMUSG00000008136,0.014109739102423191,0.006354052573442459,0.002336061093956232,0.007932422682642937,0.004701331257820129,0.010248376056551933
ENSMUSG00000066877,0.022935776039958,0.012909004464745522,0.027250612154603004,0.013833084143698215,0.014154801145195961,0.011194812133908272
ENSMUSG00000026051,0.00018906284822151065,0.0013984376564621925,0.004431131761521101,0.00013367561041377485,0.00029934110352769494,0.00022859987802803516
ENSMUSG00000057363,0.02474883757531643,0.023939479142427444,0.017478637397289276,0.018057046458125114,0.022460220381617546,0.025780580937862396
ENSMUSG00000041763,0.029747622087597847,0.03360389918088913,0.05277817323803902,0.036495424807071686,0.055656109005212784,0.020111579447984695
ENSMUSG00000047343,0.006980332545936108,0.0039985026232898235,0.0023844088427722454,0.001308878418058157,0.0012667038245126605,0.0018214165465906262
ENSMUSG00000026047,0.0050061545334756374,0.0014255671994760633,0.0034036801662296057,0.005160786211490631,0.009345773607492447,0.0038247897755354643
ENSMUSG00000041684,0.010400530882179737,0.011297122575342655,0.012135275639593601,0.004823340103030205,0.006038733758032322,0.00944652408361435
ENSMUSG00000026048,0.006893457844853401,0.015143798664212227,0.020341986790299416,0.019642813131213188,0.020389294251799583,0.017403820529580116
ENSMUSG00000056870,0.010372157208621502,0.013233324512839317,0.011353767476975918,0.01686110906302929,0.018418045714497566,0.007911616005003452
ENSMUSG00000026042,0.002557809231802821,0.0021612432319670916,0.0017996958922594786,0.0026330072432756424,0.0006914471159689128,0.002830937271937728
ENSMUSG00000025995,0.011568710207939148,0.008840673603117466,0.010277184657752514,0.009578846395015717,0.010137883946299553,0.012493188492953777
ENSMUSG00000041144,0.006261922884732485,0.008291113190352917,0.008542129769921303,0.007969387806952,0.02135585993528366,0.004462752025574446
ENSMUSG00000101337,0.0036457767710089684,0.008057950995862484,0.005467948503792286,0.00689887348562479,0.02587061934173107,0.0023274554405361414
ENSMUSG00000025986,0.02684415876865387,0.02746022492647171,0.013981849886476994,0.030872423201799393,0.020744221284985542,0.03606139495968819
ENSMUSG00000026109,0.15190322697162628,0.14133182168006897,0.15233993530273438,0.09463663399219513,0.12758854031562805,0.12653592228889465
ENSMUSG00000101799,0.02663522958755493,0.01953396201133728,0.022221453487873077,0.004966604057699442,0.010861109010875225,0.002267280127853155
ENSMUSG00000018417,0.011214302852749825,0.006379977334290743,0.005098929163068533,0.0073044393211603165,0.007659649942070246,0.004468139261007309
ENSMUSG00000026104,0.009486297145485878,0.004049098119139671,0.003713523270562291,0.004281880334019661,0.014035568572580814,0.0031370811630040407
ENSMUSG00000026103,0.0959889367222786,0.11583680659532547,0.09452751278877258,0.1329069584608078,0.09688794612884521,0.12201473861932755
ENSMUSG00000002881,0.004609764087945223,0.011940033175051212,0.019247353076934814,0.004581102170050144,0.010452570393681526,0.016409557312726974
ENSMUSG00000100120,0.00027835744549520314,0.0006475606933236122,0.0006189485429786146,0.0015460689319297671,0.0007500782376155257,0.00033202613121829927
ENSMUSG00000043015,0.005603088531643152,0.003384442301467061,0.008171637542545795,0.00602699676528573,0.00897086039185524,0.005659029819071293
ENSMUSG00000041439,0.022817708551883698,0.01306101679801941,0.014219359494745731,0.017377203330397606,0.023090986534953117,0.016377069056034088
ENSMUSG00000026102,0.011126337572932243,0.013006175868213177,0.005291901528835297,0.02234324812889099,0.01133575290441513,0.010194757021963596
ENSMUSG00000041426,0.013523129746317863,0.012995550408959389,0.010717710480093956,0.023215720430016518,0.034611452370882034,0.018743308261036873
ENSMUSG00000043629,0.00833896454423666,0.008621569722890854,0.005906370002776384,0.014468819834291935,0.022307494655251503,0.007636350113898516
ENSMUSG00000026098,0.00751648610457778,0.008472923189401627,0.010171638801693916,0.010817775502800941,0.015741286799311638,0.012159284204244614
ENSMUSG00000026096,0.001853739726357162,0.002966397674754262,0.0017036108765751123,0.005719945766031742,0.01147770881652832,0.0035548158921301365
ENSMUSG00000096141,0.003242927137762308,0.004217593465000391,0.0028245432768017054,0.005258710589259863,0.011537639424204826,0.0021683473605662584
ENSMUSG00000042807,0.0791664868593216,0.04414160177111626,0.043995488435029984,0.06937819719314575,0.09113923460245132,0.06802060455083847
ENSMUSG00000025983,0.003608682192862034,0.0030946943443268538,0.004953877069056034,0.004242643713951111,0.008064527995884418,0.001698525040410459
ENSMUSG00000041303,0.01689346879720688,0.01333367545157671,0.009882761165499687,0.019040841609239578,0.01817312277853489,0.013120422139763832
ENSMUSG00000073678,0.040740542113780975,0.027617281302809715,0.04377295449376106,0.013998887501657009,0.0204045157879591,0.011127515695989132
ENSMUSG00000052331,0.01968926005065441,0.016093403100967407,0.024423841387033463,0.020519400015473366,0.027570432052016258,0.014352752827107906
ENSMUSG00000101674,0.03260410949587822,0.030542844906449318,0.02082650549709797,0.010224497877061367,0.021500946953892708,0.011005917564034462
ENSMUSG00000025982,0.08070356398820877,0.14427685737609863,0.12384867668151855,0.16953684389591217,0.13505427539348602,0.0729324221611023
ENSMUSG00000025981,0.010168525390326977,0.01089936587959528,0.008279284462332726,0.015785837545990944,0.013625072315335274,0.02092493698000908
ENSMUSG00000025980,0.009143372066318989,0.023853253573179245,0.005428524687886238,0.0286160446703434,0.022166965529322624,0.03573884814977646
ENSMUSG00000073676,0.013445642776787281,0.01064844150096178,0.00447888346388936,0.035175636410713196,0.010843654163181782,0.03342641144990921
ENSMUSG00000025979,0.017001967877149582,0.02589992620050907,0.029338087886571884,0.05432818830013275,0.0522623173892498,0.04865388572216034
ENSMUSG00000025978,0.0037561075296252966,0.0026629443746060133,0.00682420888915658,0.004038473591208458,0.005928895901888609,0.005840585101395845
ENSMUSG00000097649,0.0006172473658807576,0.001529714441858232,0.0025446233339607716,0.0014944683061912656,0.0032549272291362286,0.0010712228249758482
ENSMUSG00000038349,0.18511086702346802,0.1155085638165474,0.1153412014245987,0.14083006978034973,0.18242062628269196,0.20581446588039398
ENSMUSG00000038331,0.02704651653766632,0.018772359937429428,0.01244333665817976,0.015492083504796028,0.01654934138059616,0.014181858859956264
ENSMUSG00000048495,0.004475320689380169,0.01718336157500744,0.007475652731955051,0.022954950109124184,0.019755110144615173,0.017770232632756233
ENSMUSG00000025971,0.005617425311356783,0.009512772783637047,0.0036344267427921295,0.004364526364952326,0.005980134010314941,0.010975698940455914
ENSMUSG00000038305,0.021305933594703674,0.01936785876750946,0.03539068251848221,0.007320758420974016,0.01183602586388588,0.009645107202231884
ENSMUSG00000054770,0.0031406553462147713,0.006191065069288015,0.013703403063118458,0.021266017109155655,0.009652418084442616,0.020366819575428963
ENSMUSG00000064294,0.00013159788795746863,0.00020280426542740315,0.0002678405726328492,0.00035499001387506723,0.0012588466051965952,0.000303752429317683
ENSMUSG00000051223,0.01886151172220707,0.015709344297647476,0.009950858540832996,0.019418958574533463,0.014866882935166359,0.028773847967386246
ENSMUSG00000026034,0.13319623470306396,0.08742447197437286,0.04759034886956215,0.11020412296056747,0.20689083635807037,0.04704827815294266
ENSMUSG00000026035,0.011223278939723969,0.004674190655350685,0.006435033865272999,0.021121669560670853,0.012620145455002785,0.005406043957918882
ENSMUSG00000026036,0.021697062999010086,0.025814760476350784,0.0171139445155859,0.015168326906859875,0.015521208755671978,0.0065401033498346806
ENSMUSG00000026037,0.02508477494120598,0.03466928005218506,0.04075697064399719,0.034271106123924255,0.04300150275230408,0.02271810546517372
ENSMUSG00000085054,0.0019264374859631062,0.0012972363037988544,0.007885617204010487,0.015642914921045303,0.014041339978575706,0.010091019794344902
ENSMUSG00000038174,0.019168784841895103,0.04185367375612259,0.031503066420555115,0.04815616458654404,0.04237154498696327,0.05532430484890938
ENSMUSG00000026032,0.007334147579967976,0.011125716380774975,0.005911004729568958,0.06794118881225586,0.04052465781569481,0.07206623256206512
ENSMUSG00000026031,0.003495142562314868,0.004021217580884695,0.0063542951829731464,0.002677222015336156,0.010181669145822525,0.006092852912843227
ENSMUSG00000026028,0.020673705264925957,0.01438306923955679,0.02577153965830803,0.008887502364814281,0.024316372349858284,0.017733732238411903
ENSMUSG00000026027,0.00390562042593956,0.009543927386403084,0.008739464916288853,0.00871856976300478,0.008034278638660908,0.006590759847313166
ENSMUSG00000038079,0.009914427064359188,0.010836413130164146,0.005971468519419432,0.019708160310983658,0.018321800976991653,0.020408734679222107
ENSMUSG00000026024,0.016373179852962494,0.00895738322287798,0.02845180779695511,0.02024965174496174,0.0370696485042572,0.011586133390665054
ENSMUSG00000026023,0.00027816480724141,0.0002013671473832801,5.664598575094715e-05,0.00048548830091021955,0.0004420882905833423,0.00018774959607981145
ENSMUSG00000047361,0.0027947076596319675,0.002458440838381648,0.004788957070559263,0.004061134997755289,0.010326268151402473,0.00477879261597991
ENSMUSG00000099811,0.00047030733549036086,0.0005007932777516544,0.0013093485031276941,0.0004788966034539044,0.0009700912632979453,0.0005387795390561223
ENSMUSG00000026021,0.03372271731495857,0.08202898502349854,0.045398958027362823,0.11224435269832611,0.10794902592897415,0.10863686352968216
ENSMUSG00000026020,0.01737223193049431,0.02151097171008587,0.018355103209614754,0.011866971850395203,0.01728588156402111,0.009879188612103462
ENSMUSG00000067336,0.043168358504772186,0.05889584496617317,0.052890926599502563,0.05101650580763817,0.07562251389026642,0.04698788747191429
ENSMUSG00000041040,0.034625343978405,0.026196518912911415,0.05017635598778725,0.033177800476551056,0.05407487601041794,0.030679672956466675
ENSMUSG00000026018,0.013956325128674507,0.011103949509561062,0.013619935140013695,0.010131852701306343,0.014486845582723618,0.015425954014062881
ENSMUSG00000026019,0.01660298742353916,0.017272280529141426,0.024986669421195984,0.020858636125922203,0.014859349466860294,0.014232898131012917
